Nama Dokter,Rumah Sakit,Latitude,Longitude,Alamat,dokterRS
"dr. Syarif Hidayat, Sp.PD, Sp.JP",RS Muhammadiyah Bandung,-6.9335792,107.6231599,"Lengkong, Kota Bandung","dr. Syarif Hidayat, Sp.PD, Sp.JP - RS Muhammadiyah Bandung"
"dr. Syarif Rohimi, Sp.A (K)",RSAB Harapan Kita,-6.1845992,106.7980431,"Palmerah, Kota Jakarta Barat","dr. Syarif Rohimi, Sp.A (K) - RSAB Harapan Kita"
"dr. Tanto Budiharto, Sp.JP",RSIA Zahirah,-5.9994441713550595,113.71551751063463,"Jagakarsa, Kota Jakarta Selatan","dr. Tanto Budiharto, Sp.JP - RSIA Zahirah"
"dr. Taofan Siddiq, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Taofan Siddiq, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"Prof. Dr. dr. Teguh Santoso, M.D., Sp.PD-KKV, Sp.JP, Ph.D., FACC, FESC",RS Medistra,-6.2397217,106.8338307,"Setia Budi, Kota Jakarta Selatan","Prof. Dr. dr. Teguh Santoso, M.D., Sp.PD-KKV, Sp.JP, Ph.D., FACC, FESC - RS Medistra"
"dr. Tengku Mohamad Budiansyah, MHA, Sp.JP. FIHA",RS UMMI,-6.6085579,106.7946336,"Bogor Selatan - Kota, Kota Bogor","dr. Tengku Mohamad Budiansyah, MHA, Sp.JP. FIHA - RS UMMI"
"dr. Teuku Dani, Sp.JP",RS Hermina Ciputat,-6.3069011,106.7595023,"Ciputat Timur, Kota Tangerang Selatan","dr. Teuku Dani, Sp.JP - RS Hermina Ciputat"
"dr. Teuku Istia Muda Perdan, Sp.JP, FIHA",RS Jantung Diagram Cinere,-6.3216091,106.7831377,"Cinere, Kota Depok","dr. Teuku Istia Muda Perdan, Sp.JP, FIHA - RS Jantung Diagram Cinere"
"Dr. Med. dr. Tike Hari Pratikto, Sp.JP",RSUD Tarakan,-6.1716229,106.8102485,"Gambir, Kota Jakarta Pusat","Dr. Med. dr. Tike Hari Pratikto, Sp.JP - RSUD Tarakan"
"dr. Tito Phurbojoyo, Sp.JP",RS Awal Bros Tangerang,-6.2149163,106.6298998,"Pinang (Penang), Kota Tangerang","dr. Tito Phurbojoyo, Sp.JP - RS Awal Bros Tangerang"
"dr. Tjatur Bagus Gunarto, Sp.JP",RS Islam Jakarta Pondok Kopi,-6.2200311,106.939603,"Duren Sawit, Kota Jakarta Timur","dr. Tjatur Bagus Gunarto, Sp.JP - RS Islam Jakarta Pondok Kopi"
"dr. Tjatur Yoga Utama, Sp.JP",RS PMI Bogor,-6.5986452,106.8052093,"Bogor Tengah - Kota, Kota Bogor","dr. Tjatur Yoga Utama, Sp.JP - RS PMI Bogor"
"Dr. dr. Todung Donald Aposan Silalahi, Sp.PD-KKV, FINASIM, FICA, FAPSIC",RS Jantung Jakarta,-6.2002568,106.8553287,"Matraman, Kota Jakarta Timur","Dr. dr. Todung Donald Aposan Silalahi, Sp.PD-KKV, FINASIM, FICA, FAPSIC - RS Jantung Jakarta"
"dr. Toni Mustahsani Aprami, Sp.PD, Sp.JP(K)",RSUP Dr. Hasan Sadikin,-6.8981588,107.5983954,"Sukajadi, Kota Bandung","dr. Toni Mustahsani Aprami, Sp.PD, Sp.JP(K) - RSUP Dr. Hasan Sadikin"
"dr. Sutedjo, Sp.JP",RS Pelabuhan Jakarta,-6.1249921,106.917835,"Koja, Kota Jakarta Utara","dr. Sutedjo, Sp.JP - RS Pelabuhan Jakarta"
"dr. Sutrisno Tonosubagyo, Sp.PD-JP",RS Abdi Waluyo,-6.1898409,106.8290156,"Menteng, Kota Jakarta Pusat","dr. Sutrisno Tonosubagyo, Sp.PD-JP - RS Abdi Waluyo"
"dr. Syafruddin Surin, Sp.JP",RS Harum Sisma Medika,-6.2481469,106.9094852,"Makasar, Kota Jakarta Timur","dr. Syafruddin Surin, Sp.JP - RS Harum Sisma Medika"
"dr. Syafruddin Surin, Sp.JP",RS Jantung Bina Waluya,-6.2002568,106.8553287,"Ciracas, Kota Jakarta Timur","dr. Syafruddin Surin, Sp.JP - RS Jantung Bina Waluya"
"dr. Syahrir Nurdin, Sp.JP",RS Anna Pekayon,-6.274756,106.976568,"Bekasi Selatan, Kota Bekasi","dr. Syahrir Nurdin, Sp.JP - RS Anna Pekayon"
"dr. Syamsul Bahri P., Sp.JP",RS Dr. Suyoto,-6.2675057,106.7663173,"Pesanggrahan, Kota Jakarta Selatan","dr. Syamsul Bahri P., Sp.JP - RS Dr. Suyoto"
"dr. Syarif Hidayat, Sp.PD, Sp.JP",RS Muhammadiyah Bandung,-6.9335792,107.6231599,"Lengkong, Kota Bandung","dr. Syarif Hidayat, Sp.PD, Sp.JP - RS Muhammadiyah Bandung"
"dr. Syarif Rohimi, Sp.A (K)",RSAB Harapan Kita,-6.1845992,106.7980431,"Palmerah, Kota Jakarta Barat","dr. Syarif Rohimi, Sp.A (K) - RSAB Harapan Kita"
"dr. Tanto Budiharto, Sp.JP",RSIA Zahirah,-5.9994441713550595,113.71551751063463,"Jagakarsa, Kota Jakarta Selatan","dr. Tanto Budiharto, Sp.JP - RSIA Zahirah"
"dr. Taofan Siddiq, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Taofan Siddiq, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"Prof. Dr. dr. Teguh Santoso, M.D., Sp.PD-KKV, Sp.JP, Ph.D., FACC, FESC",RS Medistra,-6.2397217,106.8338307,"Setia Budi, Kota Jakarta Selatan","Prof. Dr. dr. Teguh Santoso, M.D., Sp.PD-KKV, Sp.JP, Ph.D., FACC, FESC - RS Medistra"
"dr. Tengku Mohamad Budiansyah, MHA, Sp.JP. FIHA",RS UMMI,-6.6085579,106.7946336,"Bogor Selatan - Kota, Kota Bogor","dr. Tengku Mohamad Budiansyah, MHA, Sp.JP. FIHA - RS UMMI"
"dr. Teuku Dani, Sp.JP",RS Hermina Ciputat,-6.3069011,106.7595023,"Ciputat Timur, Kota Tangerang Selatan","dr. Teuku Dani, Sp.JP - RS Hermina Ciputat"
"dr. Teuku Istia Muda Perdan, Sp.JP, FIHA",RS Jantung Diagram Cinere,-6.3216091,106.7831377,"Cinere, Kota Depok","dr. Teuku Istia Muda Perdan, Sp.JP, FIHA - RS Jantung Diagram Cinere"
"Dr. Med. dr. Tike Hari Pratikto, Sp.JP",RSUD Tarakan,-6.1716229,106.8102485,"Gambir, Kota Jakarta Pusat","Dr. Med. dr. Tike Hari Pratikto, Sp.JP - RSUD Tarakan"
"dr. Tito Phurbojoyo, Sp.JP",RS Awal Bros Tangerang,-6.2149163,106.6298998,"Pinang (Penang), Kota Tangerang","dr. Tito Phurbojoyo, Sp.JP - RS Awal Bros Tangerang"
"dr. Tjatur Bagus Gunarto, Sp.JP",RS Islam Jakarta Pondok Kopi,-6.2200311,106.939603,"Duren Sawit, Kota Jakarta Timur","dr. Tjatur Bagus Gunarto, Sp.JP - RS Islam Jakarta Pondok Kopi"
"dr. Tjatur Yoga Utama, Sp.JP",RS PMI Bogor,-6.5986452,106.8052093,"Bogor Tengah - Kota, Kota Bogor","dr. Tjatur Yoga Utama, Sp.JP - RS PMI Bogor"
"Dr. dr. Todung Donald Aposan Silalahi, Sp.PD-KKV, FINASIM, FICA, FAPSIC",RS Jantung Jakarta,-6.2002568,106.8553287,"Matraman, Kota Jakarta Timur","Dr. dr. Todung Donald Aposan Silalahi, Sp.PD-KKV, FINASIM, FICA, FAPSIC - RS Jantung Jakarta"
"dr. Toni Mustahsani Aprami, Sp.PD, Sp.JP(K)",RSUP Dr. Hasan Sadikin,-6.8981588,107.5983954,"Sukajadi, Kota Bandung","dr. Toni Mustahsani Aprami, Sp.PD, Sp.JP(K) - RSUP Dr. Hasan Sadikin"
"dr. Yudi Fadilla, Sp.JP, FIHA",RS Permata Depok,-6.4016508,106.7700361,"Sawangan, Kota Depok","dr. Yudi Fadilla, Sp.JP, FIHA - RS Permata Depok"
"dr. Yudistira Panji Santosa, Sp.PD-KKV, Mkes",RS Atma Jaya,-6.1257907,106.7930956,"Penjaringan, Kota Jakarta Utara","dr. Yudistira Panji Santosa, Sp.PD-KKV, Mkes - RS Atma Jaya"
"Prof. Dr. Zainal Musthafa, Sp.JP",RS Mulyasari,-6.12935,106.90682,"Koja, Kota Jakarta Utara","Prof. Dr. Zainal Musthafa, Sp.JP - RS Mulyasari"
"dr. Zainuddin, Sp.JP, FIHA",Ciputra Hospital - Citra Garden City,-6.1235382,106.7046958,"Kalideres, Kota Jakarta Barat","dr. Zainuddin, Sp.JP, FIHA - Ciputra Hospital - Citra Garden City"
"dr. Zul Efendi, Sp.JP",RS Sentra Medika Cibinong,-6.480394,106.864693,"Cibinong, Kabupaten Bogor","dr. Zul Efendi, Sp.JP - RS Sentra Medika Cibinong"
"dr. Fahmi Idrus Shahab, Sp.JP, FIHA",RSUD Pasar Rebo,-6.3035748,106.8620939,"Pasar Rebo, Kota Jakarta Timur","dr. Fahmi Idrus Shahab, Sp.JP, FIHA - RSUD Pasar Rebo"
"dr. Yudi Fadilla, Sp.JP, FIHA",RS Permata Depok,-6.4016508,106.7700361,"Sawangan, Kota Depok","dr. Yudi Fadilla, Sp.JP, FIHA - RS Permata Depok"
"dr. Yudistira Panji Santosa, Sp.PD-KKV, Mkes",RS Atma Jaya,-6.1257907,106.7930956,"Penjaringan, Kota Jakarta Utara","dr. Yudistira Panji Santosa, Sp.PD-KKV, Mkes - RS Atma Jaya"
"Prof. Dr. Zainal Musthafa, Sp.JP",RS Mulyasari,-6.12935,106.90682,"Koja, Kota Jakarta Utara","Prof. Dr. Zainal Musthafa, Sp.JP - RS Mulyasari"
"dr. Zainuddin, Sp.JP, FIHA",Ciputra Hospital - Citra Garden City,-6.1235382,106.7046958,"Kalideres, Kota Jakarta Barat","dr. Zainuddin, Sp.JP, FIHA - Ciputra Hospital - Citra Garden City"
"dr. Zul Efendi, Sp.JP",RS Sentra Medika Cibinong,-6.480394,106.864693,"Cibinong, Kabupaten Bogor","dr. Zul Efendi, Sp.JP - RS Sentra Medika Cibinong"
"dr. Fahmi Idrus Shahab, Sp.JP, FIHA",RSUD Pasar Rebo,-6.3035748,106.8620939,"Pasar Rebo, Kota Jakarta Timur","dr. Fahmi Idrus Shahab, Sp.JP, FIHA - RSUD Pasar Rebo"
